text,ner,triples
พิพิธภัณฑสถานแห่งชาติ ชุมพรตั้งอยู่บริเวณศูนย์ราชการจังหวัดชุมพร ตำบลนาชะอัง อำเภอเมืองชุมพร จังหวัดชุมพร มีที่มาจากมติคณะรัฐมนตรีที่ให้กรมศิลปากรดำเนินการโครงการจัดตั้งพิพิธภัณฑสถานแห่งชาติ ประจำเมือง ตั้งแต่ปี พ.ศ.2535 เป็นต้นมา เพื่อให้ท้องถิ่นเกิดความรักความภาคภูมิใจในความเป็นมาของท้องถิ่นตน และจะได้ร่วมกันรักษามรดกวัฒนธรรมที่มีค่าให้คงอยู่สืบไป จากนั้นในปี พ.ศ.2537 ผู้ว่าราชการจังหวัดชุมพร (นายประยูร พรหมพันธ์)ได้มอบที่ดินจำนวน 7 ไร่เศษ ณ พื้นที่ตำบลนาชะอัง อำเภอเมือง จังหวัดชุมพรให้แก่กรมศิลปากร เพื่อดำเนินการก่อตั้งพิพิธภัณฑสถานแห่งชาติ ชุมพร พิพิธภัณฑสถานแห่งชาติชุมพร เป็นพิพิธภัณฑ์ประวัติศาสตร์ที่จัดแสดงโบราณวัตถุศิลปวัตถุ โดยจัดแสดงนิทรรศการถาวร แบ่งออกเป็น 8 หัวข้อ ได้แก่ (1) ข้อมูลที่เกี่ยวข้องกับจังหวัดชุมพร (2) เรื่องราวสมัยก่อนประวัติศาสตร์ของชุมพร (3) พัฒนาการช่วงต้นประวัติศาสตร์ของชุมพร (4) เรื่องราวสมัยประวัติศาสตร์ (5) ชุมพรกับสงครามโลกครั้งที่ 2 และวีรกรรมของยุวชนทหาร (6) เรื่องราวธรรมชาติวิทยาและมรดกของจังหวัดชุมพร (7) เรื่องราวเกี่ยวกับพระเจ้าบรมวงศ์เธอ กรมหลวงชุมพรเขตอุดมศักดิ์ และ (8) เรื่องราวของชุมพรกับเส้นทางผ่านของพายุไต้ฝุ่นเกย์,[],[]
ตั้งอยู่ที่หมู่ 1 ตำบลปากตะโก อำเภอทุ่งตะโก จังหวัดชุมพร เป็นหนึ่งในแหล่งท่องเที่ยวทางธรรมชาติที่มีชื่อเสียงของจังหวัดชุมพร อยู่ใกล้กับปากน้ำทุ่งตะโกซึ่งเป็นที่ตั้งของหมู่บ้านชาวประมง หาดอรุโณทัยเป็นหาดรูปโค้งมีความยาวประมาณ 6 กิโลเมตร ประกอบด้วยหาดทรายสีขาว ถัดจากชายหาดขึ้นไปเป็นทิวสน เมื่อน้ำลงจะเห็นสันทรายโผล่ขึ้นมาเป็นแนวกว้าง จากบริเวณหาดอรุโณทัยสามารถมองเห็นเกาะต่างๆที่อยู่ไม่ไกลจากฝั่ง เช่น เกาะพิทักษ์ และเกาะมะพร้าว เป็นต้น  นอกจากนี้ บริเวณหาดอรุโณทัยยังเป็นที่ตั้งของศาลพระเจ้าบรมวงศ์เธอ กรมหลวงชุมพรเขตอุดมศักดิ์อีกด้วย ,[],[]
ตั้งอยู่ที่ตำบลปังหวาน อำเภอพะโต๊ะ จังหวัดชุมพร มีลักษณะพื้นที่เป็นที่ราบริมตลิ่งแม่น้ำปังหวาน มีการพบโบราณวัตถุเป็นจำนวนมาก ได้แก่ กลองมโหระทึก ภาชนะแบบมีสัดส่วนดีบุกสูง (High Tin bronze) ลูกปัดแก้ว ลูกปัดคาร์เนเลียนคาดเส้นสี (Etched bead) กำไลหินควอตซ์ เครื่องประดับทองคำ แม่พิมพ์ขวาน เป็นต้น ,[],[]
ที่ตั้ง ตำบลบางแก้ว อำเภอละอุ่น จังหวัดระนอง ลักษณะ พื้นที่ปากคลองละอุ่น เป็นจุดที่คลองละอุ่นไหลลงสู่แม่น้ำกระบุรี โดยปากคลองละอุ่นเป็นปากคลองขนาดใหญ่ที่สุดนับตั้งแต่ปากจั่นถึงปากน้ำระนอง มีเขาฝาชีเป็นจุดหมายตาสำคัญ ไม่อยู่ในชายฝั่งทะเลเปิดจึงเป็นท่าเรืออย่างดีได้ ในสมัยสงครามโลกครั้งที่สอง ละอุ่นเป็นปลายทางของทางรถไฟสายคอคอดกระ ซึ่งกองทัพญี่ปุ่นได้สร้างขึ้นเพื่อเป็นเส้นทางลำเลียงของกองทัพจักรวรรดิญี่ปุ่นระหว่างสงครามโลกครั้งที่ 2 (พ.ศ.2484-2488) ข้ามจากฝั่งอ่าวไทยสู่ทะเลอันดามันนอกเหนือไปจากทางรถไฟสายมรณะ (หนองปลาดุก-ด่านพระเจดีย์สามองค์-ตานพยูซะยะ) โดยเริ่มจากอำเภอเมืองชุมพร จังหวัดชุมพร ตามแนวถนนเพชรเกษมในปัจจุบัน ผ่านปากจั่น ทับหลี และเขาฝาชี เริ่มสร้างเมื่อปี พ.ศ.2486 และเริ่มรื้อถอนในปี พ.ศ.2488 มีความยาวทั้งสิ้น 90 กิโลเมตร ปัจจุบันถูกรื้อถอน เหลือหลักฐานบางส่วนตามแนวทางรถไฟ ซึ่งปัจจุบันคือตามแนวถนนเพชรเกษมตั้งแต่ชุมพร ปากจั่น และละอุ่น ทั้งนี้ แนวทางรถไฟดังกล่าวเคยมีโครงการริเริ่มจะสร้างขึ้นตั้งแต่สมัยรัชกาลที่ 4 แต่ก็มิได้มีการสร้างแต่อย่างใด,[],[]
ตั้งอยู่ที่บ้านเขาฝาชี หมู่ที่ 4 ตำบลบางแก้ว อำเภอละอุ่น จังหวัดระนอง มีลักษณะเป็นภูเขาที่มีรูปทรงสันฐานคล้ายกับฝาชี จึงเป็นที่มาของชื่อภูเขา มีความสูงจากระดับน้ำทะเลปานกลาง 259 เมตร พื้นที่บริเวณเขาฝาชีเคยเป็นที่ตั้งค่ายทหารญี่ปุ่นในช่วงสมัยสงครามโลกครั้งที่ 2 บนยอดเขาเป็นจุดชมทัศนียภาพแม่น้ำกระบุรี และสามารถมองเห็นจุดที่แม่น้ำกระบุรีไหลมาบรรจบกับคลองละอุ่น ซึ่งแม่น้ำกระบุรีเป็นพรมแดนธรรมชาติแบ่งเขตแดนระหว่างไทยกับเมียนมา ดังนั้นจากจุดชมวิวจึงมองเห็นทิวเขาในฝั่งเมียนมาด้วย นอกจากนี้ยังเป็นจุดที่สามารถชมทะเลหมอกในยามเช้า ซึ่งสามารถพบได้บ่อยครั้งในช่วงฤดูฝน และเป็นจุดชมพระอาทิตย์ตกยามเย็นที่สวยงามมากอีกแห่งของจังหวัดระนอง การเดินทาง จากตัวเมืองระนอง ใช้ทางหลวงหมายเลข 4 (ถนนเพชรเกษม) เส้นทางไปจังหวัดชุมพร ประมาณ 28 กิโลเมตร และเมื่อข้ามสะพานข้ามคลองละอุ่น ให้ตรงต่อไปอีกประมาณ 2 กิโลเมตร จะพบทางขึ้นเขาฝาชีอยู่ทางซ้ายมือ เป็นถนนลาดยาง มีความคดโค้ง แต่ไม่ชันมาก ระยะทางประมาณ 3 กิโลเมตร ถึงจุดชมวิวเขาฝาชี โดยมีระยะทางทั้งหมดห่างจากตัวเมืองระนองประมาณ 33 กิโลเมตร,[],[]
"ตั้งอยู่ที่ริมถนนเพชรเกษม หมู่ 1 ตำบล จ.ป.ร. อำเภอกระบุรี จังหวัดระนอง จารึกพระปรมาภิไธยย่อและพระนามาภิไธยย่อสลักอยู่บนก้อนหินที่ตั้งอยู่บนยอดเนินริมถนนเพชรเกษม ปัจจุบันมีการสร้างศาลาคลุมจารึกและปรับปรุงภูมิทัศน์โดยรอบ  พระปรมาภิไธย ย่อ จปร.สลักขึ้นเมื่อพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัวเสด็จประพาสรอบแหลมมลายูเมื่อ ร.ศ.109 (พ.ศ.2433) เพื่อตรวจราชการแผ่นดินและความเป็นอยู่ของราษฎร พระองค์ได้เสด็จพระราชดำเนินโดยขบวนช้างและม้าจากเมืองชุมพรมายังเมืองกระ (กระบุรี) และเมื่อเสด็จมาถึงแนวเขตแดนระหว่างจังหวัดชุมพรและจังหวัดระนอง พระองค์ได้ทรงสลักพระปรมาภิไธยย่อ จปร. ไว้บนก้อนศิลา นอกจากนี้ยังมีพระปรมาภิไธยและพระนามาภิไธยย่ออื่น ได้แก่ ภปร. (ภูมิพลอดุลยเดช ปรมินทร) สก. (สิริกิติ์) และ สธ. (สิรินธร)  

",[],[]
"เป็นซากเรือรบของญี่ปุ่นสมัยสงครามโลกครั้งที่ 2 ซึ่งในระหว่างสงครามกองทัพญี่ปุ่นได้ใช้พื้นที่ในตำบลปากจั่น อำเภอกระบุรี เป็นท่าเรือเพื่อส่งกำลังบำรุงไปยังประเทศพม่า  ซากเรืออยู่บริเวณสะพานข้ามแม่น้ำละอุ่นจะสังเกตเห็นได้ในเวลาน้ำลง
",[],[]
เมืองเก่าระนอง ตามประกาศคณะกรรมการอนุรักษ์และพัฒนากรุงรัตนโกสินทร์และเมืองเก่า ประกาศเมื่อวันที่ 12 พฤษภาคม พ.ศ. 2560 มีพื้นที่ 1.67 ตารางกิโลเมตร องค์ประกอบเมืองที่สำคัญของเมืองเก่าระนอง ประกอบด้วย ที่หมายตาที่สำคัญ ได้แก่ เขานิเวศน์ เนื่องจากเป็นที่ตั้งของสถานที่สำคัญจำนวนมาก เช่น พระบรมราชานุสาวรีย์พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว ศาลากลางจังหวัด (หลังเก่า) พระราชวังรัตนรังสรรค์จำลอง และหอพระเก้าเกจิ เป็นต้น นอกจากนี้ภายในเมืองเก่าระนองยังมีจุดหมายตารองที่เป็นสถานที่สำคัญของเมือง ได้แก่ หอพระเก้าเกจิ พระราชวังรัตนรังสรรค์จำลอง วัดสุวรรณคีรีวิหาร วัดอุปนันทาราม ศาลเจ้าต่ายเต๊เอี๋ย ศาลหลักเมืองระนอง และอนุสาวรีย์พระยาดำรงสุจริตมหิศรภักดี (คอซู้เจียง) ย่านประวัติศาสตร์ที่สำคัญและมีคุณค่าของเมืองระนอง จึงแบ่งออกเป็น 2 ย่าน ได้แก่ ย่านการค้าบริเวณถนนท่าเมือง ถนนเรืองราษฎร์ และถนนทวีสินค้า ประกอบด้วยอาคารตึกแถวแบบโคโลเนียล ซึ่งเป็นอาคารที่มีลักษณะทางสถาปัตยกรรมที่ผสมผสานศิลปสถาปัตยกรรมแบบจีนและยุโรป และย่านศูนย์ราชการ ซึ่งมีศาลากลางจังหวัด (หลังเก่า) และพระบรมราชานุสาวรีย์พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว เป็นศูนย์กลางย่าน มีอาคารสำนักงานและบ้านพักข้าราชการที่มีรูปแบบสถาปัตยกรรมแบบโคโลเนียลจำนวนมาก โดยเฉพาะอย่างยิ่งอาคารที่ตั้งอยู่บริเวณริมถนนดับคดี,[],[]
"จังหวัดระนอง หรือเมืองแร่นอง เดิมเป็นหัวเมืองเล็กๆ มีฐานะเป็นเมืองขึ้นของเมืองชุมพร มาตั้งแต่สมัยกรุงศรีอยุธยาเป็นราชธานีของไทย โดยแบ่งการปกครองออกเป็น 2 เมือง คือ เมืองระนอง และเมืองตระ ซึ่งอยู่ในการปกครองของเมืองชุมพร เจ้าเมืองมีบรรดาศักดิ์เป็นหลวง เรียกชื่อตามนามเมืองว่า ""หลวงระนอง"" ครั้นต้นสมัยกรุงรัตนโกสินทร์ มีชาวจีนฮกเกี้ยน ชื่อ "" คอซู้เจียง "" ได้ยื่นขอประมูลอากรดีบุกในเขตเมืองระนองและเมืองตระ ซึ่งพระบาทสมเด็จพระนั่งเกล้าเจ้าอยู่หัวทรงโปรดอนุญาตพร้อมกับพระราชทานบรรดาศักดิ์ให้คอซู้เจียงเป็น หลวงรัตนเศรษฐี ดำรงตำแหน่งนายอากรเมืองตระ และ เมืองระนอง ในปี 2397 ตำแหน่งเจ้าเมืองระนองว่างลง เนื่องจากหลวงระนองป่วยถึงแก่กรรม พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัวทรงพระกรุณาโปรดเกล้าฯ พระราชทานสัญญาบัตรเลื่อนบรรดาศักดิ์ หลวงรัตนเศรษฐี (คอซู้เจียง) ขึ้นเป็นพระรัตนเศรษฐี เป็นเจ้าเมืองระนอง เมื่อพม่าตกเป็นเมืองขึ้นของอังกฤษ และรัฐบาลอังกฤษได้จัดการปกครองหัวเมือง ที่ได้ไปจากพม่าเข้มงวดกวดขันขึ้น โดยลำดับมาถึงเขตต่อแดนพระราชอาณาเขตทางทะเลตะวันตก ในเวลาต่อมาพระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัวทรงมีพระราชดำริว่าเมืองระนองและเมืองตระ เป็นเมืองขึ้นอยู่ในเมืองชุมพรจะรักษาราชการทางชายแดนไม่สะดวก จึงโปรดฯ ให้ยกเมืองตระและเมืองระนอง เป็นหัวเมืองจัตวาขึ้นตรงต่อกรุงเทพมหานครและทรงพระกรุณาโปรดเกล้าฯให้เลื่อนบรรดาศักดิ์พระรัตนเศรษฐี (คอซู้เจียง) ขึ้นเป็นพระยารัตนเศรษฐี เป็นผู้ว่าราชการเมืองระนอง เมื่อ พ.ศ. 2405 และ ในปี พ.ศ. 2420 สมัยพระบาทสมเด็จ พระจุลจอมเกล้าอยู่หัว ได้รับพระราชทานบรรดาศักดิ์เป็นพระยาดำรงสุจริตมหิศรภักดี ระนองมีฐานะเป็นหัวเมืองอิสระ และต่อมาได้ยกฐานะเป็นจังหวัดและได้มีการยุบเมืองตระเป็นอำเภอ เรียกว่าอำเภอกระบุรี โดยให้ขึ้นกับจังหวัดระนองตั้งแต่นั้นมา ระนองในอดีตนั้นมีความสำคัญในฐานะที่เป็นเมืองดีบุก เมืองชายแดน เมืองคอคอดกระ และเมืองเสด็จประทับแรม จังหวัดระนองเป็นจังหวัดภาคใต้ตอนบน ด้านทิศตะวันตกติดกับทะเลอันดามันและสาธารณรัฐแห่งสหภาพเมียนมา โดยมีระยะทางห่างจากกรุงเทพมหานคร ประมาณ 568 กิโลเมตร มีพื้นที่ประมาณ 3,324.60. ตารางกิโลเมตร และมีอาณาเขตติดต่อกับจังหวัดใกล้เคียง ดังนี้  ทิศเหนือ ติดต่อกับ จังหวัดชุมพร ทิศใต้ ติดต่อกับ จังหวัดพังงา และจังหวัดสุราษฎร์ธานี ทิศตะวันออก ติดต่อกับ จังหวัดชุมพร และจังหวัดสุราษฎร์ธา ทิศตะวันตก ติดต่อกับ สาธารณรัฐแห่งสหภาพเมียนมา และทะเลอันดามัน",[],[]
"จังหวัดชุมพรมีชื่อปรากฏตั้งแต่ปีพุทธศักราช 1098 ในตำนานพระธาตุเมืองนครศรีธรรมราชฉบับของหอสมุดแห่งชาติ โดยมีความว่า เมืองชุมพรนั้นมีฐานะเป็นเมืองสิบสองนักษัตรของนครศรีธรรมราช ใช้รูปแพะเป็นตราเมือง เป็นเมืองหน้าด่านฝ่ายเหนือเพราะอยู่ทางตอนบนของภาคใต้ การเดินทางโดยทางบกจำเป็นต้องผ่านเมืองชุมพร ในปีพุทธศักราช 1997 แผ่นดินสมเด็จพระบรมไตรโลกนาถปรากฏในกฎหมายตราสามดวงว่า เมืองชุมพรเป็นเมืองตรีอาณาจักรฝ่ายใต้ของกรุงศรีอยุธยาจนถึงพุทธศักราช 2459 จึงมีฐานะเป็นจังหวัดในมณฑลสุราษฏร์ธานี จังหวัดชุมพร แบ่งเขตการปกครอง เป็น 8 อำเภอ 70 ตำบล 737 หมู่บ้าน

",[],[]
